npc_id,node_id,order,text,goto,type,requires,set_flags,hide_after_visit,min_hub_visits,cost_time
gu_qingxuan,who_are_you,1,（这是在暗示什么）,intro,,,,,,
gu_qingxuan,show_letter,1,你跟沈砚秋是约好的？,with_shen,,,,True,,
gu_qingxuan,show_letter,2,你为何不直接出手？,why_silent,,,,True,,
gu_qingxuan,with_shen,1,（沉重）,intro_revealed,,,,,,
gu_qingxuan,why_silent,1,（点头）,intro_revealed,,,,,,
liu_wenqing,intro,1,你说他是自杀？,suicide,,,,True,,
liu_wenqing,intro,2,你跟沈砚秋平日里来往多吗？,relation,,,,True,,
liu_wenqing,intro,3,最近这段时间一起吃过饭吗？,shared_dinner,,,,True,,
liu_wenqing,intro,4,（出示证据）把「春风楼帐簿」摆出来,show_ledger,,"{""all"":[{""evidence"":""evidence_tower_ledger""},{""not_flag"":""lie_exposed:liu_wenqing.shared_dinner""}]}",,,,1
liu_wenqing,intro,5,（出示证据）把「赈灾粮帐目稿」摆出来,show_account,,"{""evidence"":""evidence_account_draft""}",,True,,1
liu_wenqing,intro,6,（出示证据）把「致州府的密信」摆出来,show_letter,,"{""evidence"":""evidence_secret_letter""}",,True,,1
liu_wenqing,intro,7,（连环出示三件证据，正面质问）,final_press,,"{""all"":[{""evidence"":""evidence_tower_ledger""},{""evidence"":""evidence_account_draft""},{""evidence"":""evidence_secret_letter""},{""state"":""liu_wenqing.composure"",""lte"":2}]}",,,,1
liu_wenqing,intro_wary,1,（出示证据）把「春风楼帐簿」摆出来,show_ledger,,"{""all"":[{""evidence"":""evidence_tower_ledger""},{""not_flag"":""lie_exposed:liu_wenqing.shared_dinner""}]}",,,,1
liu_wenqing,intro_wary,2,（出示证据）把「赈灾粮帐目稿」摆出来,show_account,,"{""evidence"":""evidence_account_draft""}",,True,,1
liu_wenqing,intro_wary,3,（出示证据）把「致州府的密信」摆出来,show_letter,,"{""evidence"":""evidence_secret_letter""}",,True,,1
liu_wenqing,intro_wary,4,（连环出示三件证据，正面质问）,final_press,,"{""all"":[{""evidence"":""evidence_tower_ledger""},{""evidence"":""evidence_account_draft""},{""evidence"":""evidence_secret_letter""},{""state"":""liu_wenqing.composure"",""lte"":2}]}",,,,1
liu_wenqing,intro_shaken,1,（再次施压）你还想瞒到什么时候？,press_more,,,,,,1
liu_wenqing,intro_shaken,2,（连环出示三件证据，正面质问）,final_press,,"{""all"":[{""evidence"":""evidence_tower_ledger""},{""evidence"":""evidence_account_draft""},{""evidence"":""evidence_secret_letter""}]}",,,,1
liu_wenqing,intro_broken,1,你为何要杀沈砚秋？,confess_motive,,,,,,
liu_wenqing,intro_broken,2,（先记下他的态度，离开）,__exit__,,,,,,
liu_wenqing,press_more,1,（先放放，离开）,__exit__,,,,,,
liu_wenqing,suicide,1,（记下他的语气）,intro,,,,,,
liu_wenqing,relation,1,（看起来跟他离得远远的）,intro,,,,,,
liu_wenqing,shared_dinner,1,（记下这句话）,intro,,,,,,
liu_wenqing,show_ledger,1,什么公事？,what_business,,,,,,
liu_wenqing,show_ledger,2,（先记下他的辩解）,intro,,,,,,
liu_wenqing,what_business,1,（这话越听越不对劲）,intro,,,,,,
liu_wenqing,show_account,1,（继续观察他的神情）,intro,,,,,,
liu_wenqing,show_letter,1,（再追问他就要崩了）,intro,,,,,,
liu_wenqing,final_press,1,（等他回答）,confess,,,,,,
liu_wenqing,confess,1,他真要算的「大账」是什么？,confess_clue,,,,True,,
liu_wenqing,confess,2,（沉默离开）,__exit__,,,,,,
liu_wenqing,confess_clue,1,（这条线索很要紧——离开）,__exit__,,,,,,
liu_wenqing,confess_motive,1,（你已经听完了。离开）,__exit__,,,,,,
ma_san,intro,1,你什么时候到的现场？,when_arrived,,,,True,,
ma_san,intro,2,你怎么看这案子？,your_opinion,,,,True,,
ma_san,intro,3,（出示证据）把「赈灾粮帐目稿」摆出来,show_account,,"{""evidence"":""evidence_account_draft""}",,True,,1
ma_san,intro,4,（约他出来）今晚城外石桥下面见。,set_bridge_meet,,"{""all"":[{""visited"":""ma_san.your_opinion""},{""location_unlocked"":""market""}]}",,True,,
ma_san,intro_trust,1,（约他出来）今晚城外石桥下面见。,set_bridge_meet,,"{""location_unlocked"":""market""}",,True,,
ma_san,intro_waiting,1,我知道了，今夜去石桥下。,__exit__,,,,,,
ma_san,intro_open,1,县里的赈灾粮，柳大人到底贪了多少？,open_grain,,,,True,,
ma_san,intro_open,2,你为何不敢在县衙说？,open_fear,,,,True,,
ma_san,intro_open,3,你还见过什么？,open_sighting,,,,True,,
ma_san,intro_open,4,案发那夜还有别的可疑的人吗？,open_other_sight,,,,True,,
ma_san,when_arrived,1,（值得记下）,intro,,,,,,
ma_san,your_opinion,1,（明白他的难处）,intro,,,,,,
ma_san,show_account,1,（点头）,intro,,,,,,
ma_san,set_bridge_meet,1,（去集市的石桥下找他）,__exit__,,,,,,
ma_san,open_grain,1,（沉默）,intro_open,,,,,,
ma_san,open_fear,1,（这案子比想象中要深）,intro_open,,,,,,
ma_san,open_sighting,1,（这条证词很重要——但不等于他杀了人）,intro_open,,,,,,
ma_san,open_other_sight,1,（这条线索更要紧）,intro_open,,,,,,
su_wan,intro,1,你跟沈砚秋是什么关系？,relation,,,,True,,
su_wan,intro,2,你是不是在沈宅床下落过手帕？,handkerchief,,"{""clue"":""clue_handkerchief""}",,True,,1
su_wan,intro,3,你怎么会出现在临川？,why_here,,,,True,,
su_wan,intro,4,（追问）你前夜在沈宅时，是否与他争执过？,press_quarrel,,"{""all"":[{""visited"":""su_wan.handkerchief""},{""day_gte"":4}]}",,,,1
su_wan,intro_after_day5,1,你前夜在沈宅时，是否与他争执过？,press_quarrel,,,,True,,1
su_wan,intro_after_day5,2,你给我的那条朱砂麻线，从何而来？,thread_origin,,"{""clue"":""clue_red_thread""}",,True,,1
su_wan,relation,1,他信里还说了什么？,what_letter,,,,,,
su_wan,relation,2,（先问别的）,intro,,,,,,
su_wan,what_letter,1,（先安抚她一下）,intro,,,,,,
su_wan,handkerchief,1,他有没有跟你说过他在查什么？,investigation,,,,,,
su_wan,handkerchief,2,（先问别的）,intro,,,,,,
su_wan,press_quarrel,1,（沉默）,intro,,,,,,
su_wan,investigation,1,他怕谁？,afraid_who,,,,,,
su_wan,investigation,2,（先记下）,intro,,,,,,
su_wan,afraid_who,1,（沉默）,intro,,,,,,
su_wan,why_here,1,（先问别的）,intro,,,,,,
su_wan,thread_origin,1,（点头）,intro_after_day5,,,,,,
xiao_cui,intro,1,你跟他认识多久了？,how_long,,,,True,,
xiao_cui,intro,2,他有没有跟你提过县衙的事？,yamen_thing,,,,True,,
xiao_cui,intro,3,他来春风楼，是来找你的吗？,why_come,,,,True,,
xiao_cui,intro,4,他有跟你提过他家里的旧事吗？,family,,,,True,,
xiao_cui,intro_open,1,什么物？,hidden_item,,,,True,,
xiao_cui,how_long,1,（先问别的）,intro,,,,,,
xiao_cui,yamen_thing,1,他还说了什么？,more,,,,,,
xiao_cui,yamen_thing,2,（先记下）,intro,,,,,,
xiao_cui,more,1,（沉默）,intro,,,,,,
xiao_cui,why_come,1,你看清那个官老爷是谁了吗？,who_official,,,,,,
xiao_cui,why_come,2,（先记下）,intro,,,,,,
xiao_cui,who_official,1,（白鹭——五品文官的补子）,intro,,,,,,
xiao_cui,family,1,（这是关键背景）,intro,,,,,,
xiao_cui,hidden_item,1,（接过瓷瓶。这是一件关键物证——朱砂来自佛门）,__exit__,,,,,,
zhao_dayou,intro,1,你把看到的，从头到尾说一遍。,tell_story,,,,True,,
zhao_dayou,intro,2,案发那晚，驿站里还住了别人吗？,guests,,,,True,,
zhao_dayou,intro,3,你最后一次见到沈主簿是什么时候？,last_seen,,,,True,,
zhao_dayou,intro,4,（出示证据）把「井边的断绳」拿给他看,show_rope,,"{""clue"":""clue_rope_cut""}",,True,,1
zhao_dayou,intro_after_confess,1,（再问点别的）那夜你确实没见到第二个人？,really_no_one,,,,True,,
zhao_dayou,intro_after_confess,2,（先离开）,__exit__,,,,,,
zhao_dayou,intro_after_break_in,1,你昨夜可曾听到什么动静？,heard_anything,,,,True,,
zhao_dayou,intro_after_break_in,2,那夜你确实没见到第二个人？,really_no_one,,,,True,,
zhao_dayou,tell_story,1,你到的时候，井边是什么情形？,rope_state,,,,,,
zhao_dayou,tell_story,2,叫人之前你动过尸体没有？,moved_body,,,,,,
zhao_dayou,tell_story,3,（先问别的）,intro,,,,,,
zhao_dayou,rope_state,1,（先放放，回头再问）,intro,,,,,,
zhao_dayou,moved_body,1,（先记下他的反应）,intro,,,,,,
zhao_dayou,guests,1,被人喊来？谁喊的？,who_called,,,,,,
zhao_dayou,guests,2,（先问别的）,intro,,,,,,
zhao_dayou,who_called,1,（他好像在藏什么。先记下）,intro,,,,,,
zhao_dayou,last_seen,1,他去观音庙干什么？,why_temple,,,,,,
zhao_dayou,last_seen,2,（先问别的）,intro,,,,,,
zhao_dayou,why_temple,1,（先记下）,intro,,,,,,
zhao_dayou,show_rope,1,那你到底动了什么？,rope_confess,,,,,,
zhao_dayou,show_rope,2,（先放他一马）,intro,,,,,,
zhao_dayou,rope_confess,1,（看来这老头是另一桩小案）,intro,,,,,,
zhao_dayou,really_no_one,1,（先离开）,__exit__,,,,,,
zhao_dayou,heard_anything,1,（多人脚步——这就对得上了）,intro_after_break_in,,,,,,
