npc_id,node_id,is_start,text,emotion,set_flags,gain_evidence,gain_clue,trigger_confrontation,confrontation_key,end,writer_note
liu_wenqing,shared_dinner,,（笑得很温和）最近公事繁忙，下官跟沈主簿已经好久没一起吃过饭了。,,,,,,,,
liu_wenqing,show_ledger,,,,,,,,,,
liu_wenqing,what_business,,（顿了顿）……是沈砚秋向我请教文章的事。书生气，没什么大不了的。,,,,,,,,
liu_wenqing,show_account,,,,,,,,,,
liu_wenqing,show_letter,,,,,,,,,,
liu_wenqing,final_press,,（你将帐簿、帐目稿、密信三件物证一一摆在案上）柳大人。三年贪墨灾粮、与死者最后同席、死者写至一半的告发信——三样物证都在此。你还要装到几时？,,,,,,,,
liu_wenqing,confess,,"（柳文卿瘫坐在椅上，许久——许久才出声）……是。这三年的赈灾粮，下官——下官认。

两千石粮，下官替自己留了一千五。沈砚秋查出来了，要告——下官知道。

可——大人。下官没杀他。

二十三日那夜下官是去找他了，是要劝他息事宁人。下官有个法子——把他举荐到州府去任职，远离临川。可他不肯。

他冷笑：「柳大人，你以为我告你只是为了赈灾粮？我告你，是顺手——你只是个挡在我前面的小人物。我真要算的账，比你的还大。」

下官当时不解。第二天清早，他就死了。

下官——贪墨该认，杀人却万万不曾。",,liu_confessed,,,,,,
liu_wenqing,confess_clue,,"（柳文卿苦笑）下官也只能把他原话告诉大人——他说：「柳大人，你查惯了纸面上的账，可临川还有一笔账，是用人命写的——二十年前的事。你若知道了，自己也得发抖。」

下官当时只当他是疯话。如今他人没了——大人不妨问问观音庙的住持。沈砚秋这两个月，几乎天天往那座庙里跑。",,,,clue_temple_visits,,,,
liu_wenqing,confess_motive,,（柳文卿苦笑）大人若以为下官是凶手——下官只能说，下官只贪了粮，未敢害人。沈砚秋的死另有缘由——临川还有一笔旧账，二十年前的。大人去问问那位「清净人」。,,liu_confessed,,clue_temple_visits,,,,
ma_san,intro,true,（马三抱拳，眼睛扫了一下四周）大人。卑职奉命候命。沈主簿的事——卑职这里不方便多说。,,,,,,,,
ma_san,intro_trust,,（马三压低声）大人在县衙问，卑职不敢说太多。大人若有事，最好换个地方。,,,,,,,,
ma_san,intro_waiting,,（马三压低声音）大人，在县衙里不能细说。您若真信得过卑职，今夜去集市西头的石桥下等我。那里水声大，也没人敢靠近。,,,,,,,,
ma_san,intro_open,,（夜色下，石桥之下水声哗哗。马三低声道）大人。这里没人。卑职便把心里话都倒出来。,,,,,,,,
ma_san,when_arrived,,早上五点多，赵驿丞派人来报。卑职马上就赶过去了。到的时候沈主簿脸色青黑，明显是中毒——可县老爷一到，就定了「自尽」二字。卑职……卑职是个粗人，不敢多嘴。,,,,,,,,
ma_san,your_opinion,,（左右看了一眼，压低声音）大人，卑职说一句话就走——这案子不是卑职断的。在县衙里头，卑职说不得。大人要是有空，可以到城外石桥下面，咱们再聊。,,,,,,,,
ma_san,show_account,,（马三看到帐目稿，眼睛瞪大了）这……这就是了。这就是沈主簿前几个月天天抄的东西。卑职曾经撞见他抄到深夜，他只说「公事」两个字。现在终于明白了——大人，您一定要把这案子翻过来。,,,,,,,,
ma_san,set_bridge_meet,,"（马三轻轻点头）好。卑职今夜亥时去那石桥下候大人。

（出了县衙，往集市方向去，集市西头的石桥下便是相见之处。）",,met_ma_at_bridge,,,,,,
ma_san,open_grain,,三年算下来，少说两千石。卑职是粗人，可这账卑职会算——县里饿死的人里头，至少有一半本该有粮。,,,,,,,,
ma_san,open_fear,,前年有个老主簿姓周，也想告。后来——后来死在自家屋里，说是中风。我去验尸的时候，看见他嘴角发黑、指甲青紫——跟这次的沈主簿，一模一样。,,learned_previous_death,,,,,,
ma_san,open_sighting,,"案发前夜，子时三刻——卑职在县衙后门当值，看见柳大人从衙门后院出来，手里提着个小布包，连夜骑马出城。卑职跟了一段，他是去城西的私家粮仓——那是他贪墨灾粮的窝子。

柳大人那夜不在临川，回到县衙时已经是辰时了。",,ma_witness_liu,,,,,,
ma_san,open_other_sight,,"（马三皱眉想了想）说起来——子时四刻左右，我从衙门后门出来去屋瓦上守夜，瞥见有个穿灰色僧袍的人，从沈宅那边的小巷里走出来，往观音庙方向去了。当时我没在意——观音庙的师父半夜替人念经也是常事。

现在想起来——那个时辰，他从沈宅出来做什么？",,ma_witness_monk,,clue_temple_visits,,,,
su_wan,intro,true,（妇人转过身，抬起一双红肿的眼）大人……砚秋他、他真的走了吗？昨天他还跟我说，过不了几天就……（说不下去）,,,,,,,,
su_wan,intro_after_day5,,（苏婉神色比前几日平静了一些，眼眶却仍是红的）大人，我已把那物交给您。请您一定查清楚——砚秋走得不甘心。,,,,,,,,
su_wan,relation,,（沉默了好一会儿）……我们是同乡。三年前定了亲，他来临川做官，说先攒点俸禄安顿下来，再回去娶我。这次他写信叫我来，说县里的事就快了结了。,,,,,,,,
su_wan,what_letter,,他说……他说临川有件大事要做，做完就辞官回家。我没问是什么大事，我只盼他平平安安。可他、他怎么就……,,,,,,,,
su_wan,handkerchief,,（脸微微一红）那条帕子……是我前天晚上落在他屋里的。我前天偷偷去找过他，那时候他还活得好好的，跟我说着话呢……,,,,,,,,
su_wan,press_quarrel,,"（苏婉低下头，许久才道）……是。我那夜确实和他争吵过。

我劝他放下告发的念头，与我回乡成亲。他不肯。我说他若不肯，我也不嫁了。

他冷笑：「你以为我贪生怕死么？」我便摔门而去。

谁知道——那竟是我见他的最后一面。",,su_admitted_quarrel,,,,,,
su_wan,investigation,,（咬着嘴唇，犹豫了一下）他说，他在抄一笔账，是关于赈灾粮的。说县里有人这几年吃了好几年的灾粮。他要写信向州府按察司告发——但他怕。他说怕来不及。,,,,,,,,
su_wan,afraid_who,,（声音颤抖）他没明说。可他的眉头一直皱着，老是看窗外。我说我留下陪他，他不肯，把我赶回客栈。说万一有什么事，千万别牵连到我。,,,,,,,,
su_wan,why_here,,我接到信就赶来了。可我到临川的时候已经是昨天傍晚了，住在集市旁边的客栈。今早就听人说……,,,,,,,,
su_wan,thread_origin,,"（苏婉低声道）那物是砚秋前夜塞给我的。他说：「若事不顺，便交给见朱砂之人。」

我一直未懂何意。今早想到大人正在查朱砂，方才送来。",,,,,,,,
xiao_cui,intro,true,（小翠垂泪）大人。砚秋哥哥他、他答应过要把我从这火坑里救出去的。如今……（用袖子掩着脸）,,,,,,,,
xiao_cui,intro_open,,（小翠抬起头，眼里含泪，神情却比之前镇定）大人……砚秋哥哥那夜其实塞了一物给我，我一直没敢拿出来。,,,,,,,,
xiao_cui,how_long,,去年中秋第一次见面。他不像别的客人，从来不动手动脚。就是来听我弹一曲琵琶，然后跟我说几句话。半年里，他来了大概二十次。,,,,,,,,
xiao_cui,yamen_thing,,他从来不提衙门里的事。就有一次，他喝多了酒说：「这世上有种人，把朱砂当饭吃，吃出血来还说是天意。」我那时候听不懂。现在想来——,,,,,,,,
xiao_cui,more,,他说：「翠儿，我要是有什么三长两短，你帮我跟我未婚妻说一句——账，在桌子下面。」我那时候只当他开玩笑，没放在心上。,,,,,,,,
xiao_cui,why_come,,上个月二十三号晚上，砚秋哥哥并没来找我。他在丙号雅间——跟一位戴乌纱帽的官老爷一直坐到深夜。我从屏风后面瞥了一眼，只觉得那位官老爷脸色冷冰冰的。,,,,,,,,
xiao_cui,who_official,,我没敢看清，怕得罪贵人。只记得他袖口绣着一只白鹭。,,,,,,,,
xiao_cui,family,,"（小翠想了一会，眼眶又红了）有一次他喝得最多，跟我说——他原本不姓沈，是抱过去的。他十一岁那年，亲生父亲被人冤告私吞捐粮，全家流放。

他说：「翠儿，告我家的那个人，我至今还在临川——他就在我每日抬头都看得见的地方。」我当时听得心惊肉跳。

他还说他不会去报仇，只想「让那人替我父亲念三个月的经」。",,,,clue_shen_father_old_case,,,,
xiao_cui,hidden_item,,"（小翠从袖中取出一只小巧的瓷瓶，瓶口尚封着）这瓶子他塞给我的时候，叮嘱我说：「若哪天我没回来，便交给查案的官人。这是物证。」

我打开闻过——是朱砂粉。封纸里头还夹着一张极薄的纸条——他亲笔的：「砚秋兄见字如面：每日所赠丹砂，乃出某佛门之私焙。汝若信我，便莫再饮。」

这「赠」字——他写得很重。",,xiao_cui_gave_bottle,evidence_cinnabar_bottle,,,,,
zhao_dayou,intro,true,陆大人。小老儿是赵大有，这驿站的驿丞。今早天刚亮，小老儿照例去后院打水，一开门——就看见沈主簿倒在井边了。唉，大人您说，这可怎么办才好。,,,,,,,,
zhao_dayou,intro_after_confess,,（赵大有低着头，再不敢直视你的眼睛）大人……小老儿那银钱已经原封不动放回主簿的衣袋了。求大人不要追究小老儿——,,,,,,,,
zhao_dayou,intro_after_break_in,,（赵大有神色比昨日更慌张）大人……刚才小老儿听人说，沈宅的门被人撬过了。这镇上、这镇上是不是出什么大事了？,,,,,,,,
zhao_dayou,tell_story,,早上五点多，小老儿提着桶去后院打水。井盖一掀——就见沈主簿仰面躺在井边上，嘴角……都是黑的。小老儿吓得桶都掉了，赶紧跑去县衙报案。马捕头一会儿就到了。,,,,,,,,
zhao_dayou,rope_state,,（赵大有脸色一变）井绳……井绳本来就是乱的，小老儿哪敢多看一眼啊。,,,,,,,,
zhao_dayou,moved_body,,（眼神躲闪）小、小老儿吓得手都软了，哪还敢碰尸体啊大人……,,,,,,,,
zhao_dayou,guests,,昨晚雨大，住店的就一位白衣公子，半夜一点多才回来歇下。其他就是——大人您和您的随从。沈主簿是本地人，平时不住驿站的，是后半夜被人喊来的。,,,,,,,,
zhao_dayou,who_called,,（赵大有犹豫了一下）这……小老儿真不知道。沈主簿自己来敲的门，门子开了门他就进去了。,,,,,,,,
zhao_dayou,last_seen,,昨天傍晚，沈主簿来驿站借过一匹马，说要去城北的观音庙一趟。马是凌晨一点多牵回来的——他自己牵回来的。,,,,,,,,
zhao_dayou,why_temple,,这小老儿就不知道了。沈主簿是读书人，去庙里走走也是常事吧。,,,,,,,,
zhao_dayou,show_rope,,（一看到那段断绳，赵大有脸瞬间白了）大、大人……您怎么知道——我、我就是看井绳乱了，整理了一下而已！我没碰尸体，没碰尸体啊！,,,,,,,,
zhao_dayou,rope_confess,,（跪在地上）大人开恩！小老儿就是、就是看见沈主簿袖子里露出几两银子，一时鬼迷心窍拿了出来……再也不敢了！那绳子是我截的，本来想做个套子绑赃物——结果一吓，丢下就跑了！跟杀人真没关系啊大人——,,zhao_confessed_theft,,,,,,
zhao_dayou,really_no_one,,（赵大有抹着汗）大、大人，小老儿真的就开了一次门，那是给白衣公子开的。沈主簿是后半夜自己敲的门——门子开的，不是小老儿。,,,,,,,,
zhao_dayou,heard_anything,,（眼睛一亮）大人这一问——小老儿想起来了。昨夜三更，似乎是听到院里有脚步声，可能不止一个人。小老儿当时困迷糊了，未起身去看。,,zhao_heard_footsteps,,,,,,
