npc_id,node_id,order,text,goto,type,requires,set_flags,hide_after_visit,min_hub_visits,cost_time
qing_jie,intro,1,她最后一夜跟谁在一起？,last_company,,,,True,,
qing_jie,intro,2,她欠银的事你知道多少？,loan_truth,,,,True,,
qing_jie,intro,3,（出示赎身契）,show_redemption,,"{""evidence"":""evidence_courtesan_redemption""}",,True,,
qing_jie,intro,4,（出示泥底绣鞋）这双鞋怎么有后院的泥？,confront_shoes,,"{""evidence"":""evidence_qingjie_mud_shoes""}",,True,,
qing_jie,intro,5,（出示涂改账册）赎身记录被人改过。,confront_ledger,,"{""evidence"":""evidence_qingjie_altered_ledger""}",,True,,
qing_jie,intro,6,案发那夜你在哪里？,alibi,,,,True,,
qing_jie,last_company,1,你听见是谁的声音？,voice_who,,,,,,
qing_jie,last_company,2,（先放放）,intro,,,,,,
qing_jie,voice_who,1,（先放放）,intro,,,,,,
qing_jie,loan_truth,1,（先放放）,intro,,,,,,
qing_jie,show_redemption,1,浔阳楼离了她，谁最受影响？,who_loses,,,,,,
qing_jie,show_redemption,2,（先放放）,intro,,,,,,
qing_jie,who_loses,1,（先放放）,intro,,,,,,
qing_jie,confront_shoes,1,（先记下）,intro,,,,,,
qing_jie,confront_ledger,1,赎身契写得清楚——三百两已付。你改的不是'待议'，是'抹掉'。,ledger_pressed,,,,,,
qing_jie,confront_ledger,2,（先记下）,intro,,,,,,
qing_jie,ledger_pressed,1,（先记下）,intro,,,,,,
qing_jie,alibi,1,（先记下）,intro,,,,,,
qing_xuan,intro,1,你昨夜在何处？,alibi,,,,True,,
qing_xuan,intro,2,你与秋菱可有交情？,relation,,,,True,,
qing_xuan,intro,3,（出示银钗）这枚银钗从阁中得来。,show_hairpin,,"{""evidence"":""evidence_silver_hairpin""}",,True,,
qing_xuan,intro,4,（出示小笺）这封信里写到'清郎'。,show_letter,,"{""evidence"":""evidence_love_letter""}",,True,,
qing_xuan,intro,5,（出示布庄收据）案发后有人急购红绸。,show_silk,,"{""evidence"":""evidence_silk_purchase_receipt""}",,True,,
qing_xuan,intro,6,（先告辞）,__exit__,,,,,,
qing_xuan,alibi,1,（出示酒窖账册）四壶酒，你取的那壶不到二两。,press_wine,,"{""evidence"":""evidence_wine_cellar_amount""}",,True,,
qing_xuan,alibi,2,（先放放）,intro,,,,,,
qing_xuan,press_wine,1,（先记下）,intro,,,,,,
qing_xuan,relation,1,（先放放）,intro,,,,,,
qing_xuan,show_hairpin,1,你回去时她还好好的？,she_was_fine,,,,,,
qing_xuan,show_hairpin,2,（先记下）,intro,,,,,,
qing_xuan,she_was_fine,1,（先记下）,intro,,,,,,
qing_xuan,show_letter,1,你案后还做了什么？,post_actions,,,,,,
qing_xuan,show_letter,2,（先记下）,intro,,,,,,
qing_xuan,post_actions,1,（先记下）,intro,,,,,,
qing_xuan,show_silk,1,（先记下）,intro,,,,,,
sun_laoliu,greet,1,案发那夜你看到什么人走动？,night_movement,,,,True,,
sun_laoliu,greet,2,第一日午时谁出过楼？,d1_noon,,,,True,,
sun_laoliu,greet,3,第一日黄昏呢？,d1_dusk,,,,True,,
sun_laoliu,greet,4,青姐那夜几时下楼的？,qingjie_timing,,,,True,,
sun_laoliu,greet,5,（先告辞）,__exit__,,,,,,
sun_laoliu,night_movement,1,你看清是谁了？,who_from_yard,,,,,,
sun_laoliu,night_movement,2,（先记下）,greet,,,,,,
sun_laoliu,who_from_yard,1,（先记下）,greet,,,,,,
sun_laoliu,d1_noon,1,（先记下）,greet,,,,,,
sun_laoliu,d1_dusk,1,（先记下）,greet,,,,,,
sun_laoliu,qingjie_timing,1,（这很重要）,greet,,,,,,
wuchen,intro,1,案发那夜你可见对楼有动静？,saw_what,,,,True,,
wuchen,intro,2,（先告辞）,__exit__,,,,,,
wuchen,saw_what,1,那个逼近的人，身形如何？,figure_detail,,,,True,,
wuchen,saw_what,2,（先告辞）,intro,,,,,,
wuchen,figure_detail,1,（先记下）,intro,,,,,,
wuchen,intro_after_visit,1,几时来的？,visit_time,,,,True,,
wuchen,intro_after_visit,2,步子怎么不像陌生人？,step_familiar,,,,True,,
wuchen,intro_after_visit,3,（先告辞）,__exit__,,,,,,
wuchen,visit_time,1,（先记下）,intro_after_visit,,,,,,
wuchen,step_familiar,1,（先记下）,intro_after_visit,,,,,,
