npc_id,node_id,is_start,text,emotion,set_flags,gain_evidence,gain_clue,trigger_confrontation,confrontation_key,end,writer_note
lady_zhou,show_redemption,,"三百两——陈老客人的聘。加上老身借她的五十两凑齐赎身银。明日就要走了。

谁不让她走——大人问问楼里的人便知。",,,,,,,,
liu_chuan,greet,true,（刘船家眼神躲闪，正在收缆绳）大人……要渡江么？,,,,,,,,
liu_chuan,about_night,,"三更头我打盹被惊醒，看见一个人影从水阁那头走出来，往江边丢了个包袱。

我没敢出声。那人走得急——像是怕被人看见。",,,,,,,,
liu_chuan,figure_detail,,……戴了兜帽。身形不高——不像是个大男人。但也可能是缩着肩膀走的。夜里看不真切。,,liu_saw_cloaked_figure,,,,,,
liu_chuan,about_prints,,那条缆绳上的扣子不是我打的——那是个生手扣，渔家不会那样打。说明来的人不常下水。,,liu_confirmed_amateur_knot,,,,,,
ma_san,intro,true,（马三抱拳）陆大人。鲁知府判的是'醉酒失足'，但末将看了现场——红绸断口和栏杆挣痕都不对劲。大人但有差遣，末将听调。,,,,,,,,
ma_san,request_help,,末将立即布置。前后两门各派两人，三日内进出的全部记下。,,ma_san_watching,,,,,,
ma_san,why_lu,,"本府前年出过一桩'醉死的伶人'，闹得名声不好。鲁大人怕这案子再闹大。

大人手上若证据充分，鲁大人也不敢压。",,,,,,,,
ma_san,opinion,,末将觉得——楼里不止一个人有心事。但心事归心事，推人归推人。大人还是看证据说话稳当。,,,,,,,,
magistrate_lu,intro,true,（鲁知府捻须）陆大人远来辛苦。这案子本府已经查过——醉酒失足，证据明白。大人不必费心。,,,,,,,,
magistrate_lu,argue_railing,,（眉头微皱）……指甲痕？本府再看看。但这也可能是她抓栏时留下的——不算定论。,,,,,,,,
magistrate_lu,argue_silk,,（脸色微变）……这红绸的断口确实不像失足。罢罢，本府改'存疑'二字，等大人再查三日。,,lu_grudgingly_open,,,,,,
magistrate_lu,argue_witness,,（沉默良久）阁中有第二人——那便不是失足了。本府这就把结案稿撕了。陆大人，这桩案子交予您。,,lu_yielded,,,,,,
qing_jie,intro,true,（青姐含泪）大人。秋菱是我一手带大的，她若真是失足，我认了。可若不是——大人可一定要查个明白。,,,,,,,,
qing_jie,last_company,,那夜雨大，楼里少有客人。她偏房点了灯。我去送了一壶酒上去——出来时听见她在跟人说话。,,,,,,,,
qing_jie,voice_who,,（迟疑）……声音压得低，我没听清。我只知道她在说'你别拦我'。,,,,,,,,
qing_jie,loan_truth,,她欠周夫人五十两，是为了凑赎身银。差三百两不到，借期急得很。,,,,,,,,
qing_jie,show_redemption,,"（青姐怔了一下，随即恢复）……这便是了。外地一位客人三百两为聘。秋菱说她要走——我劝过她，浔阳楼离了她，日子难过。

但她主意已定。",,qingjie_knew_redemption,,,,,,
qing_jie,who_loses,,（眼神闪过一丝什么）……这楼是我打理的。秋菱走了，下一个头牌不知几年才能养出来。但大人，我不至于为这个——,,,,,,,,
qing_jie,confront_shoes,,（脸色微变）……那双鞋，是白日里我去后院看过现场——大人忘了？我早上在那儿上过香。,,,,,,,,
qing_jie,confront_ledger,,（沉默良久）……那是我改的没错。赎身的事还没定，我先把账挂'待议'，等她想清楚再说。这有什么问题？,,qingjie_admitted_altering,,,,,,
qing_jie,ledger_pressed,,"（青姐抬起头，眼眶红了）……大人。我养了她十年。她说走就走，连一句商量都没有。

我改了账册不假。但我没有——我没有推她。",,qingjie_emotional_break,,,,,,
qing_jie,alibi,,案发那夜我在房中。三更听见响动才下楼的——大人可以问孙娘，她看见我下来。,,,,,,,,
qing_xuan,intro,true,（白衣公子拱手）在下顾清玄，江南游学之客。秋姑娘那样人物，竟落得这般结局——在下惋惜得很。,,,,,,,,
qing_xuan,alibi,,在下吃了酒，醉卧偏房。一觉到天亮——连出事都未听闻。,,,,,,,,
qing_xuan,press_wine,,（笑容收了一寸）……罢罢，在下那夜没醉。但在下确实在偏房——心里不痛快，喝不下去。,,qx_alibi_shaken,,,,,,
qing_xuan,relation,,（淡淡一笑）相识半年，不过点头之交。,,,,,,,,
qing_xuan,show_hairpin,,"（盯着银钗，半晌）……是在下的。那夜在下去找过她。求她不要走。她说请在下也走。

在下走出去三步——又回去了。但回去的时候，阁子里已经只剩她一个人。",,qx_was_at_chamber,,,,,,
qing_xuan,she_was_fine,,"她靠在栏边，回头对在下笑了笑。那时候她好好的。

在下离开后不到一刻钟就听见了响动——赶到后院时……已经来不及了。",,qx_claims_she_alive_when_he_left,,,,,,
qing_xuan,show_letter,,"（看到信，沉默了）……'清郎'是在下。她要走，在下没拦住。这信，是她写给在下的告别。

在下案后回去拿走了一封同样的信并烧了——不是销毁证据，是不想让旁人说她的闲话。",,qx_motive_exposed,,,,,,
qing_xuan,post_actions,,"（苦笑）在下去布庄买了一匹同样的红绸——以为把整匹放回去就能让府衙信'失足'。又去水阁丢了她的一些私物——怕被人翻出来说闲话。

在下知道这些事让在下看起来像凶手。但在下宁肯背这个嫌疑，也不愿她的名声被人议论。",,qx_explained_post_actions,,,,,,
qing_xuan,show_silk,,"是在下买的。账上那个字是在下写的。

大人若因此治在下的罪——在下认。但推不推她，是另一桩事。请大人明察。",,qx_silk_admitted,,,,,,
sun_laoliu,greet,true,（孙娘擦着茶碗）大人请坐。出了这事，茶也卖不动了。,,,,,,,,
sun_laoliu,night_movement,,三更前我被响动惊醒。后门口我探头看了一眼——有个人从后院方向走回来，走得急。,,,,,,,,
sun_laoliu,who_from_yard,,（压低声音）雨大，灯暗。我只看到那人穿的是楼里的衣裳——不是客人的。但是谁，我不敢说。,,sun_saw_insider_from_yard,,,,,,
sun_laoliu,d1_noon,,午时……我记得有两三个人出过楼。一位素衣客人出去一刻钟回来时手里多了个包袱。还有青姐出去又回来——说是去市集买香。,,sun_saw_multiple_leaving,,,,,,
sun_laoliu,d1_dusk,,黄昏雨大。有人披着斗篷从后门出去——往江畔方向。我没看清是谁。,,sun_saw_cloaked_to_dock,,,,,,
sun_laoliu,qingjie_timing,,"（想了想）青姐说她三更听到响动才下楼。但我看到她时，她是从后院那个方向过来的，不是从楼梯口下来。

也许我记错了——夜里黑，也说不准。",,sun_contradicts_qingjie_alibi,,,,,,
wuchen,intro,true,（无尘师太合十）大人安好。,,,,,,,,
wuchen,saw_what,,"老衲那夜诵经至三更。雨声中望了对楼一眼——阁中有两个人影。一个后退，另一个逼近。前者从栏边坠下。

雨夜朦胧，老衲分辨不出衣色，也分辨不出男女。",,,,,,,,
wuchen,figure_detail,,（沉思）不高……比死者略矮些许。身形偏瘦。老衲只看了一眼，不敢妄断。,,wuchen_figure_short,evidence_witness_lantern,,,,,
wuchen,intro_after_visit,,"（无尘师太眉头微皱）大人，昨夜有人来庵中敲门——戴了兜帽，问老衲那夜是否听见对楼动静。老衲答「未曾」，那人便走了。

但那人走路的步子——老衲觉得不像是陌生人。",,,,,,,,
wuchen,visit_time,,三更刚过。雨已歇。,,,evidence_nun_visited_by_stranger,,,,,
wuchen,step_familiar,,"（缓缓道）那步子轻快利落，像是常在楼里走动的人。不像是外来的客商或书生。

但老衲不敢指认——兜帽遮了脸，老衲只听了脚步声。",,wuchen_step_insider,,,,,,
